('O', 'NNP')
('turbilhão', 'JJ')
('átomos', 'NNP')
('dispersos', 'NN')
('Esta', 'NNP')
('figura', 'NN')
('corrigiu', 'NN')
('pouco', 'NN')
('efeito', 'NN')
('outra', 'JJ')
('Sebastião', 'NNP')
('Freitas', 'NNP')
('prometeu', 'NN')
('suspender', 'NN')
('qualquer', 'NN')
('ação', 'NN')
('reservando', 'NN')
('direito', 'NN')
('pedir', 'NN')
('meios', 'NNS')
('legais', 'VBP')
('redução', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('E', 'NNP')
('repetia', 'NN')
('consigo', 'NN')
('namorado', 'NN')
('Bastilha', 'NNP')
('razão', 'NN')
('humana', 'NN')
('!\x94', 'NNP')
('Entretanto', 'NNP')
('arruaça', 'NN')
('crescia', 'NN')
('Já', 'NNP')
('trinta', 'NN')
('trezentas', 'NNS')
('pessoas', 'VBP')
('acompanhavam', 'JJ')
('barbeiro', 'NN')
('cuja', 'NN')
('alcunha', 'NN')
('familiar', 'JJ')
('deve', 'VBP')
('ser', 'NN')
('mencionada', 'NN')
('porque', 'NN')
('deu', 'VBZ')
('nome', 'JJ')
('revolta', 'NN')
('chamavam', 'NN')
('Canjica', 'NNP')
('movimento', 'NN')
('ficou', 'NN')
('célebre', 'NN')
('nome', 'JJ')
('revolta', 'NN')
('Canjicas', 'NNP')
('A', 'NNP')
('ação', 'JJ')
('podia', 'NN')
('ser', 'NN')
('restrita', 'NN')
('visto', 'NN')
('muita', 'NN')
('gente', 'NN')
('medo', 'NN')
('hábitos', 'NN')
('educação', 'NN')
('descia', 'NN')
('rua', 'NN')
('sentimento', 'NN')
('unânime', 'JJ')
('quase', 'NN')
('unânime', 'JJ')
('trezentos', 'NN')
('caminhavam', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('dada', 'VBZ')
('diferença', 'JJ')
('Paris', 'NNP')
('Itaguaí', 'NNP')
('podiam', 'FW')
('ser', 'NN')
('comparados', 'NN')
('tomaram', 'NN')
('Bastilha', 'NNP')
('D', 'NNP')
('Evarista', 'NNP')
('notícia', 'JJ')
('rebelião', 'NN')
('antes', 'VBZ')
('chegasse', 'JJ')
('veio', 'NN')
('dar', 'NN')
('lha', 'NN')
('crias', 'NN')
('Ela', 'NNP')
('provava', 'NN')
('nessa', 'NN')
('ocasião', 'NN')
('vestido', 'NN')
('seda', 'NN')
('trinta', 'NN')
('sete', 'JJ')
('trouxera', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('quis', 'VBZ')
('crer', 'NN')
('Há', 'NNP')
('ser', 'NN')
('alguma', 'NN')
('patuscada', 'NN')
('dizia', 'NN')
('mudando', 'NN')
('posição', 'NN')
('alfinete', 'JJ')
('Benedita', 'NNP')
('vê', 'NN')
('barra', 'NN')
('boa', 'NN')
('Está', 'NNP')
('sinhá', 'NN')
('respondia', 'NN')
('mucama', 'NN')
('cócoras', 'NNS')
('chão', 'VBP')
('boa', 'NN')
('Sinhá', 'NNP')
('vira', 'NN')
('bocadinho', 'NN')
('Assim', 'NNP')
('Está', 'NNP')
('boa', 'NN')
('Não', 'NNP')
('patuscada', 'NN')
('senhora', 'VBD')
('gritando', 'JJ')
('Morra', 'NNP')
('Dr', 'NNP')
('Bacamarte', 'NNP')
('tirano', 'NN')
('dizia', 'NN')
('moleque', 'NN')
('assustado', 'NN')
('Cala', 'NNP')
('boca', 'NN')
('tolo', 'NN')
('Benedita', 'NNP')
('olha', 'NN')
('aí', 'NN')
('lado', 'NN')
('esquerdo', 'VBP')
('parece', 'NN')
('costura', 'NN')
('pouco', 'NN')
('enviesada', 'VBZ')
('A', 'DT')
('risca', 'NN')
('azul', 'NN')
('segue', 'NN')
('abaixo', 'NN')
('feio', 'NN')
('assim', 'NN')
('preciso', 'NN')
('descoser', 'NN')
('ficar', 'NN')
('igualzinho', 'NN')
('Morra', 'NNP')
('Dr', 'NNP')
('Bacamarte', 'NNP')
('morra', 'NNP')
('tirano', 'NN')
('uivaram', 'JJ')
('trezentas', 'NNS')
('vozes', 'VBZ')
('Era', 'NNP')
('rebelião', 'NN')
('desembocava', 'NN')
('Rua', 'NNP')
('Nova', 'NNP')
('D', 'NNP')
('Evarista', 'NNP')
('ficou', 'NN')
('pinga', 'NN')
('sangue', 'NN')
('No', 'NNP')
('primeiro', 'NN')
('instante', 'NN')
('deu', 'NN')
('passo', 'NN')
('fez', 'NN')
('gesto', 'NN')
('terror', 'NN')
('petrificou', 'VBZ')
('A', 'DT')
('mucama', 'NN')
('correu', 'NN')
('instintivamente', 'NN')
('porta', 'FW')
('fundo', 'NN')
('Quanto', 'NNP')
('moleque', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('dera', 'NN')
('crédito', 'NN')
('instante', 'NN')
('triunfo', 'NN')
('certo', 'NN')
('movimento', 'NN')
('súbito', 'NN')
('imperceptível', 'NN')
('entranhado', 'NN')
('satisfação', 'JJ')
('moral', 'JJ')
('ver', 'NN')
('realidade', 'VBD')
('vinha', 'JJ')
('jurar', 'NN')
('Morra', 'NNP')
('alienista', 'NN')
('bradavam', 'NN')
('vozes', 'VBZ')
('perto', 'JJ')
('D', 'NNP')
('Evarista', 'NNP')
('resistia', 'NN')
('facilmente', 'NN')
('comoções', 'NN')
('prazer', 'NN')
('sabia', 'JJ')
('entestar', 'NN')
('momentos', 'NNS')
('perigo', 'VBP')
('Não', 'NNP')
('desmaiou', 'NN')
('correu', 'NN')
('sala', 'NN')
('interior', 'JJ')
('onde', 'NN')
('marido', 'NN')
('estudava', 'FW')
('Quando', 'NNP')
('ali', 'NN')
('entrou', 'NN')
('precipitada', 'NN')
('ilustre', 'NN')
('médico', 'NN')
('escrutava', 'NN')
('texto', 'NN')
('Averróis', 'NNP')
('olhos', 'VBZ')
('empanados', 'JJ')
('cogitação', 'NN')
('subiam', 'NN')
('livro', 'NN')
('teto', 'NN')
('baixavam', 'NN')
('teto', 'NN')
('livro', 'NN')
('cegos', 'NN')
('realidade', 'VBD')
('exterior', 'JJ')
('videntes', 'NNS')
('profundos', 'VBP')
('trabalhos', 'JJ')
('mentais', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('chamou', 'NN')
('marido', 'NN')
('duas', 'NN')
('vezes', 'VBZ')
('desse', 'JJ')
('atenção', 'NN')
('terceira', 'NN')
('ouviu', 'NN')
('perguntou', 'NN')
('doente', 'NN')
('Você', 'NNP')
('ouve', 'VBZ')
('gritos', 'NNS')
('perguntou', 'JJ')
('digna', 'JJ')
('esposa', 'NN')
('lágrimas', 'NN')
('O', 'NNP')
('alienista', 'NN')
('atendeu', 'NN')
('então', 'NN')
('gritos', 'NN')
('aproximavam', 'NN')
('terríveis', 'NN')
('ameaçadores', 'VBZ')
('compreendeu', 'JJ')
('tudo', 'NN')
('Levantou', 'NNP')
('cadeira', 'NN')
('espaldar', 'NN')
('sentado', 'NN')
('fechou', 'NN')
('livro', 'NN')
('passo', 'NN')
('firme', 'NN')
('tranqüilo', 'NN')
('depositá', 'NN')
('lo', 'NN')
('estante', 'NN')
('Como', 'NNP')
('introdução', 'NN')
('volume', 'NN')
('desconcertasse', 'NN')
('pouco', 'NN')
('linha', 'NN')
('dois', 'NN')
('tomos', 'NN')
('contíguos', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('cuidou', 'NN')
('corrigir', 'NN')
('defeito', 'NN')
('mínimo', 'NN')
('aliás', 'NN')
('interessante', 'NN')
('Depois', 'NNP')
('disse', 'VBZ')
('mulher', 'PRP$')
('recolhesse', 'JJ')
('fizesse', 'NN')
('nada', 'NN')
('Não', 'NNP')
('implorava', 'NN')
('digna', 'NN')
('senhora', 'NN')
('quero', 'NN')
('morrer', 'NN')
('lado', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('teimou', 'NN')
('caso', 'NN')
('morte', 'NN')
('ainda', 'NN')
('intimava', 'JJ')
('nome', 'JJ')
('vida', 'NN')
('ficasse', 'VBD')
('A', 'NNP')
('infeliz', 'JJ')
('dama', 'NN')
('curvou', 'NN')
('cabeça', 'NN')
('obediente', 'IN')
('chorosa', 'NN')
('Abaixo', 'NNP')
('Casa', 'NNP')
('Verde', 'NNP')
('bradavam', 'NN')
('Canjicas', 'NNP')
('O', 'NNP')
('alienista', 'NN')
('caminhou', 'NN')
('varanda', 'NN')
('frente', 'NN')
('chegou', 'NN')
('ali', 'NN')
('momento', 'NN')
('rebelião', 'NN')
('chegava', 'NN')
('parava', 'NN')
('defronte', 'NN')
('trezentas', 'NNS')
('cabeças', 'VBP')
('rutilantes', 'NNS')
('civismo', 'VBP')
('sombrias', 'JJ')
('desespero', 'NN')
('Morra', 'NNP')
('morra', 'NN')
('bradaram', 'NN')
('todos', 'NN')
('lados', 'NN')
('apenas', 'NNS')
('vulto', 'VBP')
('alienista', 'JJ')
('assomou', 'JJ')
('varanda', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('fez', 'VBD')
('sinal', 'JJ')
('pedindo', 'NN')
('falar', 'JJ')
('revoltosos', 'NN')
('cobriram', 'NN')
('voz', 'NN')
('brados', 'NN')
('indignação', 'NN')
('Então', 'NNP')
('barbeiro', 'NN')
('agitando', 'NN')
('chapéu', 'NN')
('fim', 'NN')
('impor', 'NN')
('silêncio', 'NN')
('turba', 'NN')
('conseguiu', 'NN')
('aquietar', 'NN')
('amigos', 'IN')
('declarou', 'NN')
('alienista', 'JJ')
('podia', 'NN')
('falar', 'JJ')
('acrescentou', 'NN')
('abusasse', 'NN')
('paciência', 'NN')
('povo', 'NN')
('fizera', 'NN')
('então', 'NN')
('Direi', 'NNP')
('pouco', 'NN')
('direi', 'NN')
('nada', 'JJ')
('preciso', 'NN')
('Desejo', 'NNP')
('saber', 'NNP')
('primeiro', 'NN')
('pedis', 'NN')
('Não', 'NNP')
('pedimos', 'NN')
('nada', 'NN')
('replicou', 'NN')
('fremente', 'NN')
('barbeiro', 'NN')
('ordenamos', 'IN')
('Casa', 'NNP')
('Verde', 'NNP')
('demolida', 'NN')
('menos', 'NN')
('despojada', 'NN')
('infelizes', 'VBZ')
('lá', 'JJ')
('Não', 'NNP')
('entendo', 'NN')
('Entendeis', 'NNP')
('bem', 'NN')
('tirano', 'NN')
('queremos', 'NNS')
('dar', 'VBP')
('liberdade', 'JJ')
('vítimas', 'NN')
('vosso', 'NN')
('ódio', 'NNP')
('capricho', 'NN')
('ganância', 'NN')
('O', 'NNP')
('alienista', 'NN')
('sorriu', 'NN')
('sorriso', 'NN')
('desse', 'NN')
('grande', 'NN')
('homem', 'NN')
('coisa', 'NN')
('visível', 'NN')
('olhos', 'IN')
('multidão', 'NN')
('contração', 'NN')
('leve', 'VBP')
('dois', 'NN')
('três', 'NN')
('músculos', 'NN')
('nada', 'JJ')
('Sorriu', 'NNP')
('respondeu', 'NN')
('Meus', 'NNP')
('senhores', 'VBZ')
('ciência', 'JJ')
('coisa', 'NN')
('séria', 'NNS')
('merece', 'VBP')
('ser', 'JJR')
('tratada', 'NN')
('seriedade', 'VBD')
('Não', 'NNP')
('dou', 'NN')
('razão', 'NN')
('atos', 'NN')
('alienista', 'NN')
('ninguém', 'JJ')
('salvo', 'NN')
('mestres', 'NNS')
('Deus', 'NNP')
('Se', 'NNP')
('quereis', 'NN')
('emendar', 'NN')
('administração', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('pronto', 'IN')
('ouvir', 'JJ')
('exigis', 'NN')
('negue', 'NN')
('mim', 'NN')
('ganhareis', 'NN')
('nada', 'FW')
('Poderia', 'NNP')
('convidar', 'NN')
('alguns', 'NNS')
('vós', 'VBP')
('comissão', 'JJ')
('outros', 'NNS')
('vir', 'VBP')
('ver', 'RB')
('comigo', 'JJ')
('loucos', 'NN')
('reclusos', 'NN')
('faço', 'NN')
('porque', 'NN')
('dar', 'NN')
('razão', 'NN')
('sistema', 'NN')
('farei', 'NN')
('leigos', 'NN')
('rebeldes', 'VBZ')
('Disse', 'NNP')
('alienista', 'NN')
('multidão', 'NN')
('ficou', 'NN')
('atônita', 'JJ')
('claro', 'NN')
('esperava', 'NN')
('tanta', 'NN')
('energia', 'NN')
('menos', 'NNS')
('ainda', 'VBP')
('tamanha', 'JJ')
('serenidade', 'NN')
('Mas', 'NNP')
('assombro', 'NN')
('cresceu', 'NN')
('ponto', 'NN')
('alienista', 'NN')
('cortejando', 'NN')
('multidão', 'NN')
('muita', 'NN')
('gravidade', 'NN')
('deu', 'NN')
('costas', 'NNS')
('retirou', 'VBP')
('lentamente', 'JJ')
('dentro', 'NN')
('O', 'NNP')
('barbeiro', 'NN')
('tornou', 'NN')
('logo', 'NN')
('si', 'NN')
('agitando', 'NN')
('chapéu', 'NN')
('convidou', 'NN')
('amigos', 'IN')
('demolição', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('poucas', 'NN')
('vozes', 'VBZ')
('frouxas', 'JJ')
('responderam', 'NN')
('Foi', 'NNP')
('nesse', 'NN')
('momento', 'NN')
('decisivo', 'NN')
('barbeiro', 'NN')
('sentiu', 'NN')
('despontar', 'NN')
('si', 'NN')
('ambição', 'NN')
('governo', 'NN')
('pareceu', 'NN')
('então', 'FW')
('demolindo', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('derrocando', 'NN')
('influência', 'NN')
('alienista', 'NN')
('chegaria', 'NN')
('apoderar', 'NN')
('Câmara', 'NNP')
('dominar', 'NN')
('demais', 'NN')
('autoridades', 'NNS')
('constituir', 'VBP')
('senhor', 'NN')
('Itaguaí', 'NNP')
('Desde', 'NNP')
('alguns', 'VBZ')
('anos', 'JJ')
('forcejava', 'NN')
('ver', 'NN')
('nome', 'JJ')
('incluído', 'NN')
('pelouros', 'NNS')
('sorteio', 'VBP')
('vereadores', 'NNS')
('recusado', 'VBP')
('ter', 'NN')
('posição', 'NN')
('compatível', 'NN')
('tão', 'NN')
('grande', 'NN')
('cargo', 'NN')
('A', 'NNP')
('ocasião', 'NN')
('agora', 'NN')
('nunca', 'JJ')
('Demais', 'NNP')
('tão', 'NN')
('longe', 'NN')
('arruaça', 'NN')
('derrota', 'NN')
('prisão', 'NN')
('talvez', 'NN')
('forca', 'NN')
('degredo', 'NN')
('Infelizmente', 'NNP')
('resposta', 'NN')
('alienista', 'NN')
('diminuíra', 'NN')
('furor', 'NN')
('sequazes', 'VBZ')
('O', 'NNP')
('barbeiro', 'NN')
('logo', 'NN')
('percebeu', 'NN')
('sentiu', 'NN')
('impulso', 'NN')
('indignação', 'NN')
('quis', 'NN')
('bradar', 'NN')
('Canalhas', 'NNP')
('covardes', 'NNS')
('conteve', 'VBP')
('rompeu', 'NN')
('deste', 'NN')
('modo', 'NN')
('Meus', 'NNP')
('amigos', 'VBZ')
('lutemos', 'JJ')
('fim', 'NN')
('A', 'NNP')
('salvação', 'NN')
('Itaguaí', 'NNP')
('vossas', 'NN')
('mãos', 'NN')
('dignas', 'NN')
('heróicas', 'NN')
('Destruamos', 'NNP')
('cárcere', 'RB')
('vossos', 'VBZ')
('filhos', 'JJ')
('pais', 'NN')
('vossas', 'NN')
('mães', 'NN')
('irmãs', 'NN')
('vossos', 'NN')
('parentes', 'VBZ')
('amigos', 'JJ')
('vós', 'NN')
('mesmos', 'NN')
('Ou', 'NNP')
('morrereis', 'NN')
('pão', 'NN')
('água', 'NNP')
('talvez', 'NN')
('chicote', 'NN')
('masmorra', 'NN')
('daquele', 'NN')
('indigno', 'VBZ')
('A', 'DT')
('multidão', 'NN')
('agitou', 'NN')
('murmurou', 'NN')
('bradou', 'NN')
('ameaçou', 'NN')
('congregou', 'NN')
('toda', 'NN')
('derredor', 'NN')
('barbeiro', 'NN')
('Era', 'NNP')
('revolta', 'NN')
('tornava', 'NN')
('si', 'NN')
('ligeira', 'VBZ')
('síncope', 'NN')
('ameaçava', 'NN')
('arrasar', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Vamos', 'NNP')
('bradou', 'NN')
('Porfírio', 'NNP')
('agitando', 'VBZ')
('chapéu', 'JJ')
('Vamos', 'NNP')
('repetiram', 'NN')
('todos', 'NN')
('Deteve', 'NNP')
('incidente', 'NN')
('corpo', 'NN')
('dragões', 'NN')
('marche', 'NN')
('marche', 'NN')
('entrava', 'NN')
('Rua', 'NNP')
('Nova', 'NNP')
('CAPÍTULO', 'NNP')
('VII', 'NNP')
('O', 'NNP')
('INESPERADO', 'NNP')
('Chegados', 'NNP')
('dragões', 'NN')
('frente', 'NN')
('Canjicas', 'NNP')
('instante', 'NN')
('estupefação', 'NN')
('Canjicas', 'NNP')
('queriam', 'NN')
('crer', 'NN')
('força', 'NN')
('pública', 'NN')
('mandada', 'NN')
('contra', 'NN')
('barbeiro', 'NN')
('compreendeu', 'NN')
('tudo', 'NN')
('esperou', 'NN')
('Os', 'NNP')
('dragões', 'NN')
('pararam', 'NN')
('capitão', 'NN')
('intimou', 'NN')
('multidão', 'NN')
('dispersasse', 'NN')
('conquanto', 'NN')
('parte', 'NN')
('inclinada', 'NN')
('outra', 'JJ')
('parte', 'NN')
('apoiou', 'NN')
('fortemente', 'NN')
('barbeiro', 'NN')
('cuja', 'NN')
('resposta', 'NN')
('consistiu', 'NN')
('nestes', 'VBZ')
('termos', 'JJ')
('alevantados', 'NNS')
('Não', 'NNP')
('dispersaremos', 'NN')
('Se', 'NNP')
('quereis', 'NN')
('cadáveres', 'NNS')
('podeis', 'VBP')
('tomá', 'JJ')
('los', 'NN')
('cadáveres', 'NNS')
('levareis', 'VBP')
('honra', 'JJ')
('crédito', 'NN')
('direitos', 'NN')
('salvação', 'NN')
('Itaguaí', 'NNP')
('Nada', 'NNP')
('imprudente', 'NN')
('resposta', 'NN')
('barbeiro', 'NN')
('nada', 'JJ')
('natural', 'JJ')
('Era', 'NNP')
('vertigem', 'NN')
('grandes', 'NNS')
('crises', 'NNS')
('Talvez', 'NNP')
('excesso', 'VBP')
('confiança', 'NN')
('abstenção', 'NN')
('armas', 'NN')
('parte', 'NN')
('dragões', 'NN')
('confiança', 'NN')
('capitão', 'NN')
('dissipou', 'NN')
('logo', 'NN')
('mandando', 'NN')
('carregar', 'NN')
('sobre', 'NN')
('Canjicas', 'NNP')
('O', 'NNP')
('momento', 'NNP')
('indescritível', 'VBZ')
('A', 'NNP')
('multidão', 'NN')
('urrou', 'JJ')
('furiosa', 'NN')
('alguns', 'VBZ')
('trepando', 'JJ')
('janelas', 'NNS')
('casas', 'VBP')
('correndo', 'JJ')
('rua', 'NN')
('conseguiram', 'NN')
('escapar', 'NN')
('maioria', 'NN')
('ficou', 'NN')
('bufando', 'NN')
('cólera', 'NN')
('indignada', 'NN')
('animada', 'NN')
('exortação', 'NN')
('barbeiro', 'VBD')
('A', 'NNP')
('derrota', 'NN')
('Canjicas', 'NNP')
('iminente', 'NN')
('terço', 'NN')
('dragões', 'NN')
('qualquer', 'NN')
('motivo', 'NN')
('crônicas', 'NN')
('declaram', 'NN')
('passou', 'NN')
('subitamente', 'NN')
('lado', 'NN')
('rebelião', 'NN')
('Este', 'NNP')
('inesperado', 'NN')
('reforço', 'NN')
('deu', 'NN')
('alma', 'NN')
('Canjicas', 'NNP')
('tempo', 'NN')
('lançou', 'NN')
('desânimo', 'NN')
('fileiras', 'NNS')
('legalidade', 'VBD')
('Os', 'NNP')
('soldados', 'NN')
('fiéis', 'NN')
('coragem', 'NN')
('atacar', 'NN')
('próprios', 'NNS')
('camaradas', 'VBP')
('passando', 'JJ')
('modo', 'NN')
('cabo', 'NN')
('alguns', 'VBZ')
('minutos', 'NNS')
('aspecto', 'JJ')
('coisas', 'NNS')
('totalmente', 'VBP')
('outro', 'JJ')
('O', 'NNP')
('capitão', 'NN')
('lado', 'NN')
('alguma', 'NN')
('gente', 'NN')
('contra', 'NN')
('massa', 'NN')
('compacta', 'NN')
('ameaçava', 'NN')
('morte', 'NN')
('Não', 'NNP')
('remédio', 'NN')
('declarou', 'NN')
('vencido', 'NN')
('entregou', 'VBP')
('espada', 'NN')
('barbeiro', 'NN')
('A', 'NNP')
('revolução', 'NN')
('triunfante', 'NN')
('perdeu', 'NN')
('minuto', 'NN')
('recolheu', 'NN')
('feridos', 'JJ')
('casas', 'NN')
('próximas', 'NN')
('guiou', 'NN')
('Câmara', 'NNP')
('Povo', 'NNP')
('tropa', 'NN')
('fraternizavam', 'NN')
('davam', 'NN')
('vivas', 'NN')
('el', 'NN')
('rei', 'NN')
('vice', 'NN')
('rei', 'NN')
('Itaguaí', 'NNP')
('ilustre', 'NN')
('Porfírio', 'NNP')
('Este', 'NNP')
('ia', 'NN')
('frente', 'NN')
('empunhando', 'FW')
('tão', 'NN')
('destramente', 'NN')
('espada', 'FW')
('apenas', 'JJ')
('navalha', 'NN')
('pouco', 'NN')
('comprida', 'VBZ')
('A', 'DT')
('vitória', 'NN')
('cingia', 'NN')
('fronte', 'NN')
('nimbo', 'JJ')
('misterioso', 'VBZ')
('A', 'DT')
('dignidade', 'NN')
('governo', 'NN')
('começava', 'NN')
('enrijar', 'VBP')
('quadris', 'JJ')
('Os', 'NNP')
('vereadores', 'NNS')
('janelas', 'VBP')
('vendo', 'JJ')
('multidão', 'NN')
('tropa', 'NN')
('cuidaram', 'NN')
('tropa', 'NN')
('capturara', 'NN')
('multidão', 'NN')
('exame', 'NN')
('entraram', 'JJ')
('votaram', 'NN')
('petição', 'NN')
('vice', 'NN')
('rei', 'NN')
('mandasse', 'NN')
('dar', 'NN')
('mês', 'NN')
('soldo', 'NN')
('dragões', 'NN')
('cujo', 'NN')
('denodo', 'NN')
('salvou', 'NN')
('Itaguaí', 'NNP')
('abismo', 'NN')
('lançado', 'NN')
('cáfila', 'NN')
('rebeldes', 'NNS')
('Esta', 'NNP')
('frase', 'NN')
('proposta', 'NN')
('Sebastião', 'NNP')
('Freitas', 'NNP')
('vereador', 'NN')
('dissidente', 'NN')
('cuja', 'NN')
('defesa', 'NN')
('Canjicas', 'NNP')
('tanto', 'NN')
('escandalizara', 'NN')
('colegas', 'NN')
('Mas', 'NNP')
('bem', 'NN')
('depressa', 'NN')
('ilusão', 'NN')
('desfez', 'NN')
('Os', 'NNP')
('vivas', 'NN')
('barbeiro', 'NN')
('morras', 'FW')
('vereadores', 'NNS')
('alienista', 'VBP')
('vieram', 'JJ')
('dar', 'NN')
('notícia', 'NN')
('triste', 'NN')
('realidade', 'VBD')
('O', 'NNP')
('presidente', 'NN')
('desanimou', 'NN')
('qualquer', 'NN')
('sorte', 'NN')
('disse', 'NN')
('lembremo', 'NN')
('serviço', 'NN')
('Sua', 'NNP')
('Majestade', 'NNP')
('povo', 'NN')
('Sebastião', 'NNP')
('Freitas', 'NNP')
('insinuou', 'NN')
('melhor', 'NN')
('poderia', 'NN')
('servir', 'NN')
('coroa', 'NN')
('vila', 'FW')
('saindo', 'NN')
('fundos', 'NN')
('indo', 'NN')
('conferenciar', 'NN')
('juiz', 'NN')
('toda', 'NN')
('Câmara', 'NNP')
('rejeitou', 'NN')
('alvitre', 'NN')
('Daí', 'NNP')
('nada', 'NN')
('barbeiro', 'NN')
('acompanhado', 'NN')
('alguns', 'VBZ')
('tenentes', 'NNS')
('entrava', 'VBP')
('sala', 'JJ')
('vereança', 'NN')
('intimava', 'NN')
('Câmara', 'NNP')
('queda', 'VBZ')
('A', 'NNP')
('Câmara', 'NNP')
('resistiu', 'NN')
('entregou', 'NN')
('dali', 'NN')
('cadeia', 'NN')
('Então', 'NNP')
('amigos', 'VBZ')
('barbeiro', 'JJ')
('propuseram', 'NN')
('assumisse', 'NN')
('governo', 'NN')
('vila', 'FW')
('nome', 'JJ')
('Sua', 'NNP')
('Majestade', 'NNP')
('Porfírio', 'NNP')
('aceitou', 'VBZ')
('encargo', 'FW')
('embora', 'FW')
('desconhecesse', 'FW')
('acrescentou', 'NN')
('espinhos', 'NN')
('trazia', 'NN')
('disse', 'NN')
('podia', 'NN')
('dispensar', 'NN')
('concurso', 'NN')
('amigos', 'NN')
('presentes', 'VBZ')
('prontamente', 'JJ')
('anuíram', 'NN')
('O', 'NNP')
('barbeiro', 'NN')
('veio', 'NN')
('janela', 'NN')
('comunicou', 'NN')
('povo', 'NN')
('resoluções', 'NN')
('povo', 'NN')
('ratificou', 'NN')
('aclamando', 'NN')
('barbeiro', 'NN')
('Este', 'NNP')
('tomou', 'NN')
('denominação', 'NN')
('Protetor', 'NNP')
('vila', 'VBD')
('nome', 'JJ')
('Sua', 'NNP')
('Majestade', 'NNP')
('povo', 'NN')
('Expediram', 'NNP')
('logo', 'NN')
('várias', 'NN')
('ordens', 'VBZ')
('importantes', 'NNS')
('comunicações', 'VBP')
('oficiais', 'JJ')
('novo', 'JJ')
('governo', 'NN')
('exposição', 'NN')
('minuciosa', 'NN')
('vice', 'NN')
('rei', 'NN')
('muitos', 'NN')
('protestos', 'NN')
('obediência', 'NN')
('ordens', 'VBZ')
('Sua', 'NNP')
('Majestade', 'NNP')
('finalmente', 'NN')
('proclamação', 'NN')
('povo', 'NN')
('curta', 'NN')
('enérgica', 'NN')
('ITAGUAIENSES', 'NNP')
('Uma', 'NNP')
('Câmara', 'NNP')
('corrupta', 'NN')
('violenta', 'NN')
('conspirava', 'NN')
('contra', 'NN')
('interesses', 'NNS')
('Sua', 'NNP')
('Majestade', 'NNP')
('povo', 'VBD')
('A', 'DT')
('opinião', 'NN')
('pública', 'NN')
('condenado', 'NN')
('punhado', 'NN')
('cidadãos', 'NN')
('fortemente', 'NN')
('apoiados', 'NN')
('bravos', 'NN')
('dragões', 'NN')
('Sua', 'NNP')
('Majestade', 'NNP')
('acaba', 'VBD')
('dissolver', 'RB')
('ignominiosamente', 'JJ')
('unânime', 'JJ')
('consenso', 'NN')
('vila', 'NN')
('confiado', 'NN')
('mando', 'NN')
('supremo', 'NN')
('Sua', 'NNP')
('Majestade', 'NNP')
('sirva', 'NN')
('ordenar', 'NN')
('parecer', 'NN')
('melhor', 'NN')
('real', 'JJ')
('serviço', 'NN')
('Itaguaienses', 'NNP')
('peço', 'NN')
('senão', 'NN')
('rodeeis', 'NN')
('confiança', 'NN')
('auxilieis', 'NN')
('restaurar', 'NN')
('paz', 'NN')
('fazenda', 'NN')
('pública', 'NN')
('tão', 'IN')
('desbaratada', 'NN')
('Câmara', 'NNP')
('ora', 'VBZ')
('findou', 'JJ')
('vossas', 'NNS')
('mãos', 'VBP')
('Contai', 'NNP')
('sacrifício', 'NN')
('ficai', 'NN')
('certos', 'NN')
('coroa', 'NN')
('O', 'NNP')
('Protetor', 'NNP')
('vila', 'VBD')
('nome', 'JJ')
('Sua', 'NNP')
('Majestade', 'NNP')
('povo', 'NN')
('Porfírio', 'NNP')
('Caetano', 'NNP')
('Neves', 'NNP')
('Toda', 'NNP')
('gente', 'NN')
('advertiu', 'NN')
('absoluto', 'NN')
('silêncio', 'NN')
('desta', 'NN')
('proclamação', 'NN')
('acerca', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('segundo', 'NN')
('uns', 'JJ')
('podia', 'NN')
('haver', 'NN')
('vivo', 'NN')
('indício', 'NN')
('projetos', 'NN')
('tenebrosos', 'NN')
('barbeiro', 'NN')
('O', 'NNP')
('perigo', 'NN')
('tanto', 'NN')
('maior', 'JJ')
('quanto', 'NN')
('meio', 'NN')
('desses', 'VBZ')
('graves', 'NNS')
('sucessos', 'JJ')
('alienista', 'JJ')
('metera', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('umas', 'JJ')
('sete', 'NN')
('oito', 'NN')
('pessoas', 'NN')
('duas', 'NN')
('senhoras', 'FW')
('sendo', 'NN')
('homens', 'NNS')
('aparentado', 'VBP')
('Protetor', 'NNP')
('Não', 'NNP')
('repto', 'NN')
('ato', 'VBD')
('intencional', 'JJ')
('todos', 'NN')
('interpretaram', 'NN')
